mal_id,url,trailer,title,title_japanese,type,source,episodes,status,aired,duration,rating,score,members,favorites,genres
11577,https://myanimelist.net/anime/11577/Steins_Gate_Movie__Fuka_Ryouiki_no_Déjà_vu,https://www.youtube-nocookie.com/embed/rDsCNz3pWUg?enablejsapi=1&wmode=opaque&autoplay=1,Steins;Gate Movie: Fuka Ryouiki no Déjà vu,劇場版 シュタインズゲート 負荷領域のデジャヴ,Movie,Visual novel,1.0,Finished Airing,"Apr 20, 2013",1 hr 30 min,PG-13 - Teens 13 or older,8.45,630565,2793,"Drama, Sci-Fi"
36649,https://myanimelist.net/anime/36649/Banana_Fish,https://www.youtube-nocookie.com/embed/YUGS9j6pcV4?enablejsapi=1&wmode=opaque&autoplay=1,Banana Fish,BANANA FISH,TV,Manga,24.0,Finished Airing,"Jul 6, 2018 to Dec 21, 2018",22 min per ep,R - 17+ (violence & profanity),8.45,939758,31726,"Action, Adventure, Drama, Suspense"
37105,https://myanimelist.net/anime/37105/Grand_Blue,https://www.youtube-nocookie.com/embed/m-nN3SlHwZk?enablejsapi=1&wmode=opaque&autoplay=1,Grand Blue,ぐらんぶる,TV,Manga,12.0,Finished Airing,"Jul 14, 2018 to Sep 29, 2018",24 min per ep,PG-13 - Teens 13 or older,8.45,876992,21978,Comedy
37379,https://myanimelist.net/anime/37379/Chihayafuru_3,https://www.youtube-nocookie.com/embed/yEflqf1U9lA?enablejsapi=1&wmode=opaque&autoplay=1,Chihayafuru 3,ちはやふる 3,TV,Manga,24.0,Finished Airing,"Oct 23, 2019 to Mar 25, 2020",22 min per ep,PG-13 - Teens 13 or older,8.45,153873,1665,"Drama, Sports"
54857,https://myanimelist.net/anime/54857/Re_Zero_kara_Hajimeru_Isekai_Seikatsu_3rd_Season,https://www.youtube-nocookie.com/embed/qMJNdQFPaHk?enablejsapi=1&wmode=opaque&autoplay=1,Re:Zero kara Hajimeru Isekai Seikatsu 3rd Season,Re:ゼロから始める異世界生活 3rd season,TV,Light novel,16.0,Finished Airing,"Oct 2, 2024 to Mar 26, 2025",28 min per ep,R - 17+ (violence & profanity),8.44,449691,6153,"Drama, Fantasy, Suspense"
35737,https://myanimelist.net/anime/35737/Pluto,https://www.youtube-nocookie.com/embed/KHSt5U0l3Wc?enablejsapi=1&wmode=opaque&autoplay=1,Pluto,プルートウ,ONA,Manga,8.0,Finished Airing,"Oct 26, 2023",1 hr 1 min per ep,PG-13 - Teens 13 or older,8.44,232341,3112,"Action, Mystery, Sci-Fi, Suspense"
26055,https://myanimelist.net/anime/26055/JoJo_no_Kimyou_na_Bouken_Part_3__Stardust_Crusaders_-_Egypt-hen,https://www.youtube-nocookie.com/embed/JA48VBSl4nc?enablejsapi=1&wmode=opaque&autoplay=1,JoJo no Kimyou na Bouken Part 3: Stardust Crusaders - Egypt-hen,ジョジョの奇妙な冒険 スターダストクルセイダース エジプト編,TV,Manga,24.0,Finished Airing,"Jan 10, 2015 to Jun 20, 2015",23 min per ep,R - 17+ (violence & profanity),8.44,1210150,21767,"Action, Adventure"
44511,https://myanimelist.net/anime/44511/Chainsaw_Man,https://www.youtube-nocookie.com/embed/jk7QSGwupPA?enablejsapi=1&wmode=opaque&autoplay=1,Chainsaw Man,チェンソーマン,TV,Manga,12.0,Finished Airing,"Oct 12, 2022 to Dec 28, 2022",24 min per ep,R - 17+ (violence & profanity),8.44,1840770,52702,"Action, Fantasy"
50265,https://myanimelist.net/anime/50265/Spy_x_Family,https://www.youtube-nocookie.com/embed/ofXigq9aIpo?enablejsapi=1&wmode=opaque&autoplay=1,Spy x Family,SPY×FAMILY,TV,Manga,12.0,Finished Airing,"Apr 9, 2022 to Jun 25, 2022",24 min per ep,PG-13 - Teens 13 or older,8.44,1809534,40658,"Action, Award Winning, Comedy"
51039,https://myanimelist.net/anime/51039/Doupo_Cangqiong__Nian_Fan,,Doupo Cangqiong: Nian Fan,斗破苍穹年番,ONA,Novel,209.0,Currently Airing,"Jul 31, 2022 to ?",24 min per ep,PG-13 - Teens 13 or older,8.44,11410,384,"Action, Adventure, Fantasy"
61930,https://myanimelist.net/anime/61930/Uma_Musume__Cinderella_Gray_Part_2,https://www.youtube-nocookie.com/embed/9xGGAYRtDAA?enablejsapi=1&wmode=opaque&autoplay=1,Uma Musume: Cinderella Gray Part 2,ウマ娘 シンデレラグレイ 第2クール,TV,Manga,10.0,Currently Airing,"Oct 5, 2025 to ?",23 min per ep,PG-13 - Teens 13 or older,8.43,29061,101,"Drama, Sports"
36999,https://myanimelist.net/anime/36999/Zoku_Owarimonogatari,https://www.youtube-nocookie.com/embed/1MXkeC3IKDk?enablejsapi=1&wmode=opaque&autoplay=1,Zoku Owarimonogatari,続・終物語,TV,Light novel,6.0,Finished Airing,"May 19, 2019 to Jun 23, 2019",28 min per ep,R - 17+ (violence & profanity),8.43,247107,1049,"Comedy, Mystery, Supernatural"
136,https://myanimelist.net/anime/136/Hunter_x_Hunter,,Hunter x Hunter,HUNTER×HUNTER（ハンター×ハンター）,TV,Manga,62.0,Finished Airing,"Oct 16, 1999 to Mar 31, 2001",23 min per ep,PG-13 - Teens 13 or older,8.43,634445,11912,"Action, Adventure, Fantasy"
20583,https://myanimelist.net/anime/20583/Haikyuu,https://www.youtube-nocookie.com/embed/9kLRkH9zC5k?enablejsapi=1&wmode=opaque&autoplay=1,Haikyuu!!,ハイキュー!!,TV,Manga,25.0,Finished Airing,"Apr 6, 2014 to Sep 21, 2014",24 min per ep,PG-13 - Teens 13 or older,8.43,2123946,77424,Sports
40059,https://myanimelist.net/anime/40059/Golden_Kamuy_3rd_Season,https://www.youtube-nocookie.com/embed/kleb6Uh_vUc?enablejsapi=1&wmode=opaque&autoplay=1,Golden Kamuy 3rd Season,ゴールデンカムイ,TV,Manga,12.0,Finished Airing,"Oct 5, 2020 to Dec 21, 2020",23 min per ep,R - 17+ (violence & profanity),8.43,191667,1579,"Action, Adventure"
50250,https://myanimelist.net/anime/50250/Chiikawa,https://www.youtube-nocookie.com/embed/m4yfCS_YBUU?enablejsapi=1&wmode=opaque&autoplay=1,Chiikawa,ちいかわ,TV,Web manga,,Currently Airing,"Apr 4, 2022 to ?",1 min,G - All Ages,8.42,13446,415,Slice of Life
24687,https://myanimelist.net/anime/24687/Mushishi_Zoku_Shou__Odoro_no_Michi,,Mushishi Zoku Shou: Odoro no Michi,蟲師 続章,TV Special,Manga,1.0,Finished Airing,"Aug 20, 2014",47 min,PG-13 - Teens 13 or older,8.42,109174,126,"Adventure, Mystery, Slice of Life, Supernatural"
36538,https://myanimelist.net/anime/36538/Natsume_Yuujinchou_Movie__Utsusemi_ni_Musubu,https://www.youtube-nocookie.com/embed/urtKQZmyxQE?enablejsapi=1&wmode=opaque&autoplay=1,Natsume Yuujinchou Movie: Utsusemi ni Musubu,劇場版 夏目友人帳 ～うつせみに結ぶ～,Movie,Manga,1.0,Finished Airing,"Sep 29, 2018",1 hr 44 min,PG-13 - Teens 13 or older,8.42,82010,225,"Slice of Life, Supernatural"
42203,https://myanimelist.net/anime/42203/Re_Zero_kara_Hajimeru_Isekai_Seikatsu_2nd_Season_Part_2,https://www.youtube-nocookie.com/embed/cG68UqKqYq0?enablejsapi=1&wmode=opaque&autoplay=1,Re:Zero kara Hajimeru Isekai Seikatsu 2nd Season Part 2,Re：ゼロから始める異世界生活,TV,Light novel,12.0,Finished Airing,"Jan 6, 2021 to Mar 24, 2021",29 min per ep,R - 17+ (violence & profanity),8.42,1026688,13295,"Drama, Fantasy, Suspense"
38889,https://myanimelist.net/anime/38889/Kono_Oto_Tomare_Part_2,https://www.youtube-nocookie.com/embed/VdjmAF5dYjU?enablejsapi=1&wmode=opaque&autoplay=1,Kono Oto Tomare! Part 2,この音とまれ！,TV,Manga,13.0,Finished Airing,"Oct 6, 2019 to Dec 29, 2019",23 min per ep,PG-13 - Teens 13 or older,8.42,197779,1821,Drama
21899,https://myanimelist.net/anime/21899/Gintama__Yorinuki_Gintama-san_on_Theater_2D,,Gintama: Yorinuki Gintama-san on Theater 2D,銀魂 よりぬき銀魂さんオンシアター2D,Movie,Manga,2.0,Finished Airing,"Aug 26, 2012",1 hr 36 min per ep,PG-13 - Teens 13 or older,8.42,48093,44,"Action, Comedy, Sci-Fi"
25781,https://myanimelist.net/anime/25781/Shingeki_no_Kyojin__Kuinaki_Sentaku,https://www.youtube-nocookie.com/embed/zDjZS2PSZ9o?enablejsapi=1&wmode=opaque&autoplay=1,Shingeki no Kyojin: Kuinaki Sentaku,進撃の巨人 悔いなき選択,OVA,Visual novel,2.0,Finished Airing,"Dec 9, 2014 to Apr 9, 2015",27 min per ep,R - 17+ (violence & profanity),8.42,553360,2025,Action
40730,https://myanimelist.net/anime/40730/Tian_Guan_Cifu,https://www.youtube-nocookie.com/embed/6PVnnIIBtzM?enablejsapi=1&wmode=opaque&autoplay=1,Tian Guan Cifu,天官賜福,ONA,Web novel,11.0,Finished Airing,"Oct 31, 2020 to Jan 2, 2021",26 min per ep,PG-13 - Teens 13 or older,8.42,170798,6051,"Action, Adventure, Drama, Fantasy"
467,https://myanimelist.net/anime/467/Koukaku_Kidoutai__Stand_Alone_Complex,https://www.youtube-nocookie.com/embed/SY6PNTzQb1A?enablejsapi=1&wmode=opaque&autoplay=1,Koukaku Kidoutai: Stand Alone Complex,攻殻機動隊 STAND ALONE COMPLEX,TV,Manga,26.0,Finished Airing,"Oct 1, 2002 to Oct 1, 2003",24 min per ep,R - 17+ (violence & profanity),8.42,417868,8884,"Award Winning, Mystery, Sci-Fi"
50330,https://myanimelist.net/anime/50330/Bungou_Stray_Dogs_4th_Season,https://www.youtube-nocookie.com/embed/z9ZhVooqA-Y?enablejsapi=1&wmode=opaque&autoplay=1,Bungou Stray Dogs 4th Season,文豪ストレイドッグス,TV,Manga,13.0,Finished Airing,"Jan 4, 2023 to Mar 29, 2023",23 min per ep,R - 17+ (violence & profanity),8.42,345056,3393,"Action, Mystery"
39741,https://myanimelist.net/anime/39741/Violet_Evergarden_Gaiden__Eien_to_Jidou_Shuki_Ningyou,https://www.youtube-nocookie.com/embed/lWRXk7nOhsE?enablejsapi=1&wmode=opaque&autoplay=1,Violet Evergarden Gaiden: Eien to Jidou Shuki Ningyou,ヴァイオレット・エヴァーガーデン 外伝 -永遠と自動手記人形-,Movie,Light novel,1.0,Finished Airing,"Sep 6, 2019",1 hr 31 min,PG-13 - Teens 13 or older,8.42,468048,1699,Drama
38000,https://myanimelist.net/anime/38000/Kimetsu_no_Yaiba,https://www.youtube-nocookie.com/embed/6vMuWuWlW4I?enablejsapi=1&wmode=opaque&autoplay=1,Kimetsu no Yaiba,鬼滅の刃,TV,Manga,26.0,Finished Airing,"Apr 6, 2019 to Sep 28, 2019",23 min per ep,R - 17+ (violence & profanity),8.42,3342984,94077,"Action, Award Winning, Supernatural"
45556,https://myanimelist.net/anime/45556/Wu_Liuqi__Xuanwu_Guo_Pian,,Wu Liuqi: Xuanwu Guo Pian,伍六七之玄武国篇,ONA,Original,10.0,Finished Airing,"Jan 21, 2021 to May 5, 2021",16 min per ep,R - 17+ (violence & profanity),8.42,80685,877,"Action, Adventure, Comedy, Drama, Mystery"
55809,https://myanimelist.net/anime/55809/Xian_Ni,,Xian Ni,仙逆,ONA,Novel,128.0,Currently Airing,"Sep 25, 2023 to ?",25 min per ep,PG-13 - Teens 13 or older,8.41,9099,249,"Action, Adventure, Fantasy"
33255,https://myanimelist.net/anime/33255/Saiki_Kusuo_no_Ψ-nan,https://www.youtube-nocookie.com/embed/RChRfCHWsOI?enablejsapi=1&wmode=opaque&autoplay=1,Saiki Kusuo no Ψ-nan,斉木楠雄のΨ難,TV,Manga,120.0,Finished Airing,"Jul 4, 2016 to Dec 26, 2016",5 min per ep,PG-13 - Teens 13 or older,8.41,1215103,32902,Comedy
34612,https://myanimelist.net/anime/34612/Saiki_Kusuo_no_Ψ-nan_2,https://www.youtube-nocookie.com/embed/Aha1TjvvEUs?enablejsapi=1&wmode=opaque&autoplay=1,Saiki Kusuo no Ψ-nan 2,斉木楠雄のΨ難 2,TV,Manga,24.0,Finished Airing,"Jan 17, 2018 to Jun 27, 2018",24 min per ep,PG-13 - Teens 13 or older,8.41,701752,4384,Comedy
2246,https://myanimelist.net/anime/2246/Mononoke,,Mononoke,モノノ怪,TV,Original,12.0,Finished Airing,"Jul 13, 2007 to Sep 28, 2007",22 min per ep,R - 17+ (violence & profanity),8.41,359226,9050,"Horror, Mystery, Supernatural, Suspense"
49722,https://myanimelist.net/anime/49722/Karakai_Jouzu_no_Takagi-san_Movie,https://www.youtube-nocookie.com/embed/PesTvkh1nh4?enablejsapi=1&wmode=opaque&autoplay=1,Karakai Jouzu no Takagi-san Movie,からかい上手の高木さん,Movie,Manga,1.0,Finished Airing,"Jun 10, 2022",1 hr 13 min,PG-13 - Teens 13 or older,8.41,90919,763,Romance
36885,https://myanimelist.net/anime/36885/Saenai_Heroine_no_Sodatekata_Fine,https://www.youtube-nocookie.com/embed/9LDEKv0l4j0?enablejsapi=1&wmode=opaque&autoplay=1,Saenai Heroine no Sodatekata Fine,冴えない彼女の育てかた Fine,Movie,Light novel,1.0,Finished Airing,"Oct 26, 2019",1 hr 54 min,PG-13 - Teens 13 or older,8.41,200538,2737,"Comedy, Romance"
38040,https://myanimelist.net/anime/38040/Kono_Subarashii_Sekai_ni_Shukufuku_wo_Movie__Kurenai_Densetsu,https://www.youtube-nocookie.com/embed/Q4FQUMcYqiQ?enablejsapi=1&wmode=opaque&autoplay=1,Kono Subarashii Sekai ni Shukufuku wo! Movie: Kurenai Densetsu,映画 この素晴らしい世界に祝福を！紅伝説,Movie,Light novel,1.0,Finished Airing,"Aug 30, 2019",1 hr 30 min,PG-13 - Teens 13 or older,8.41,862151,5009,"Adventure, Comedy, Fantasy"
55888,https://myanimelist.net/anime/55888/Mushoku_Tensei_II__Isekai_Ittara_Honki_Dasu_Part_2,https://www.youtube-nocookie.com/embed/L5broLUI1m4?enablejsapi=1&wmode=opaque&autoplay=1,Mushoku Tensei II: Isekai Ittara Honki Dasu Part 2,無職転生 II ～異世界行ったら本気だす～ (第2クール),TV,Light novel,12.0,Finished Airing,"Apr 8, 2024 to Jul 1, 2024",23 min per ep,R - 17+ (violence & profanity),8.4,529465,4413,"Adventure, Drama, Fantasy, Ecchi"
36275,https://myanimelist.net/anime/36275/Natsume_Yuujinchou_Roku_Specials,https://www.youtube-nocookie.com/embed/fn8Av6M3X6c?enablejsapi=1&wmode=opaque&autoplay=1,Natsume Yuujinchou Roku Specials,夏目友人帳 陸 特別編,Special,Manga,2.0,Finished Airing,"Sep 27, 2017 to Oct 25, 2017",23 min per ep,PG-13 - Teens 13 or older,8.4,52882,82,"Slice of Life, Supernatural"
30709,https://myanimelist.net/anime/30709/Kamisama_Hajimemashita__Kako-hen,https://www.youtube-nocookie.com/embed/CCUSzssxM9g?enablejsapi=1&wmode=opaque&autoplay=1,Kamisama Hajimemashita: Kako-hen,神様はじめました～過去編～,OVA,Manga,4.0,Finished Airing,"Aug 20, 2015 to Aug 19, 2016",30 min per ep,PG-13 - Teens 13 or older,8.4,181100,1095,"Comedy, Romance, Supernatural"
37999,https://myanimelist.net/anime/37999/Kaguya-sama_wa_Kokurasetai__Tensai-tachi_no_Renai_Zunousen,https://www.youtube-nocookie.com/embed/Ti2kJ-GYO68?enablejsapi=1&wmode=opaque&autoplay=1,Kaguya-sama wa Kokurasetai: Tensai-tachi no Renai Zunousen,かぐや様は告らせたい～天才たちの恋愛頭脳戦～,TV,Manga,12.0,Finished Airing,"Jan 12, 2019 to Mar 30, 2019",25 min per ep,PG-13 - Teens 13 or older,8.4,1886066,41641,"Comedy, Romance"
53236,https://myanimelist.net/anime/53236/Road_of_Naruto,,Road of Naruto,ROAD OF NARUTO,PV,Manga,1.0,Finished Airing,"Oct 3, 2022",9 min,PG-13 - Teens 13 or older,8.39,38046,115,"Action, Fantasy"
35851,https://myanimelist.net/anime/35851/Sayonara_no_Asa_ni_Yakusoku_no_Hana_wo_Kazarou,https://www.youtube-nocookie.com/embed/fi1gmq0CwcA?enablejsapi=1&wmode=opaque&autoplay=1,Sayonara no Asa ni Yakusoku no Hana wo Kazarou,さよならの朝に約束の花をかざろう,Movie,Original,1.0,Finished Airing,"Feb 24, 2018",1 hr 54 min,PG-13 - Teens 13 or older,8.39,479103,8306,"Drama, Fantasy"
4921,https://myanimelist.net/anime/4921/Ramayana__The_Legend_of_Prince_Rama,https://www.youtube-nocookie.com/embed/42tDHKICVOM?enablejsapi=1&wmode=opaque&autoplay=1,Ramayana: The Legend of Prince Rama,ラーマーヤナ ラーマ王子伝説,Movie,Other,1.0,Finished Airing,"Jan 15, 1993",2 hr 15 min,G - All Ages,8.39,14627,224,Adventure
35557,https://myanimelist.net/anime/35557/Houseki_no_Kuni,https://www.youtube-nocookie.com/embed/jL3vytC1140?enablejsapi=1&wmode=opaque&autoplay=1,Houseki no Kuni,宝石の国,TV,Manga,12.0,Finished Airing,"Oct 7, 2017 to Dec 23, 2017",24 min per ep,PG-13 - Teens 13 or older,8.39,505343,14683,"Action, Drama, Fantasy, Mystery"
5028,https://myanimelist.net/anime/5028/Major_S5,,Major S5,メジャー,TV,Manga,25.0,Finished Airing,"Jan 10, 2009 to Jun 27, 2009",24 min per ep,PG-13 - Teens 13 or older,8.39,75080,649,Sports
48561,https://myanimelist.net/anime/48561/Jujutsu_Kaisen_0_Movie,https://www.youtube-nocookie.com/embed/e8nij7jRB6M?enablejsapi=1&wmode=opaque&autoplay=1,Jujutsu Kaisen 0 Movie,劇場版 呪術廻戦 0,Movie,Manga,1.0,Finished Airing,"Dec 24, 2021",1 hr 44 min,R - 17+ (violence & profanity),8.39,1171960,10936,"Action, Supernatural"
56524,https://myanimelist.net/anime/56524/Tunshi_Xingkong_4th_Season,,Tunshi Xingkong 4th Season,吞噬星空 第四季,ONA,Novel,123.0,Currently Airing,"Oct 3, 2023 to ?",21 min per ep,PG-13 - Teens 13 or older,8.38,5276,138,"Action, Adventure, Fantasy, Sci-Fi"
53672,https://myanimelist.net/anime/53672/Violet_Evergarden__Recollections,,Violet Evergarden: Recollections,ヴァイオレット・エヴァーガーデン特別総集版,Special,Light novel,1.0,Finished Airing,"Oct 29, 2021",1 hr 35 min,PG-13 - Teens 13 or older,8.38,43069,173,Drama
37515,https://myanimelist.net/anime/37515/Made_in_Abyss_Movie_2__Hourou_Suru_Tasogare,https://www.youtube-nocookie.com/embed/t_X8zqhIiJ0?enablejsapi=1&wmode=opaque&autoplay=1,Made in Abyss Movie 2: Hourou Suru Tasogare,劇場版総集編【後編】メイドインアビス 放浪する黄昏,Movie,Web manga,1.0,Finished Airing,"Jan 18, 2019",1 hr 45 min,R - 17+ (violence & profanity),8.38,158730,286,"Adventure, Drama, Fantasy, Mystery, Sci-Fi"
37965,https://myanimelist.net/anime/37965/Kaze_ga_Tsuyoku_Fuiteiru,https://www.youtube-nocookie.com/embed/ANzTSVvgXVI?enablejsapi=1&wmode=opaque&autoplay=1,Kaze ga Tsuyoku Fuiteiru,風が強く吹いている,TV,Novel,23.0,Finished Airing,"Oct 3, 2018 to Mar 27, 2019",23 min per ep,PG-13 - Teens 13 or older,8.38,327693,6443,"Drama, Sports"
46095,https://myanimelist.net/anime/46095/Vivy__Fluorite_Eyes_Song,https://www.youtube-nocookie.com/embed/t3IHpQZHPFY?enablejsapi=1&wmode=opaque&autoplay=1,Vivy: Fluorite Eye's Song,Vivy -Fluorite Eye's Song- (ヴィヴィ -フローライトアイズソング-),TV,Original,13.0,Finished Airing,"Apr 3, 2021 to Jun 19, 2021",24 min per ep,R - 17+ (violence & profanity),8.38,592353,11338,"Action, Sci-Fi, Suspense"
11979,https://myanimelist.net/anime/11979/Mahou_Shoujo_Madoka★Magica_Movie_2__Eien_no_Monogatari,https://www.youtube-nocookie.com/embed/wfsX27B5Gxk?enablejsapi=1&wmode=opaque&autoplay=1,Mahou Shoujo Madoka★Magica Movie 2: Eien no Monogatari,劇場版 魔法少女まどか☆マギカ 永遠の物語,Movie,Original,1.0,Finished Airing,"Oct 13, 2012",1 hr 49 min,PG-13 - Teens 13 or older,8.38,216337,1097,"Drama, Suspense"
40787,https://myanimelist.net/anime/40787/Josee_to_Tora_to_Sakana-tachi,https://www.youtube-nocookie.com/embed/sw07I2OH4Ho?enablejsapi=1&wmode=opaque&autoplay=1,Josee to Tora to Sakana-tachi,ジョゼと虎と魚たち,Movie,Novel,1.0,Finished Airing,"Dec 25, 2020",1 hr 38 min,PG-13 - Teens 13 or older,8.38,505152,6984,"Drama, Romance"
9756,https://myanimelist.net/anime/9756/Mahou_Shoujo_Madoka★Magica,https://www.youtube-nocookie.com/embed/laTRlKXrCXk?enablejsapi=1&wmode=opaque&autoplay=1,Mahou Shoujo Madoka★Magica,魔法少女まどか★マギカ,TV,Original,12.0,Finished Airing,"Jan 7, 2011 to Apr 22, 2011",24 min per ep,PG-13 - Teens 13 or older,8.38,1377642,59030,"Award Winning, Drama, Suspense"
50183,https://myanimelist.net/anime/50183/Blue_Giant,https://www.youtube-nocookie.com/embed/h1I116oS_Lk?enablejsapi=1&wmode=opaque&autoplay=1,Blue Giant,BLUE GIANT,Movie,Manga,1.0,Finished Airing,"Feb 17, 2023",1 hr 59 min,PG-13 - Teens 13 or older,8.38,44390,434,
32366,https://myanimelist.net/anime/32366/Gintama°__Aizome_Kaori-hen,,Gintama°: Aizome Kaori-hen,銀魂　愛染香篇,OVA,Manga,2.0,Finished Airing,"Aug 4, 2016 to Nov 4, 2016",25 min per ep,PG-13 - Teens 13 or older,8.38,91625,143,Comedy
5,https://myanimelist.net/anime/5/Cowboy_Bebop__Tengoku_no_Tobira,,Cowboy Bebop: Tengoku no Tobira,カウボーイビバップ 天国の扉,Movie,Original,1.0,Finished Airing,"Sep 1, 2001",1 hr 55 min,R - 17+ (violence & profanity),8.38,403604,1748,"Action, Sci-Fi"
38475,https://myanimelist.net/anime/38475/Yuru_Camp△_Movie,https://www.youtube-nocookie.com/embed/DROz9ATilaw?enablejsapi=1&wmode=opaque&autoplay=1,Yuru Camp△ Movie,映画 ゆるキャン△,Movie,Manga,1.0,Finished Airing,"Jul 1, 2022",2 hr,PG-13 - Teens 13 or older,8.38,91833,467,Slice of Life
56523,https://myanimelist.net/anime/56523/Tunshi_Xingkong_3rd_Season,,Tunshi Xingkong 3rd Season,吞噬星空 第三季,ONA,Novel,33.0,Finished Airing,"Sep 14, 2022 to Apr 26, 2023",21 min per ep,PG-13 - Teens 13 or older,8.37,4552,42,"Action, Adventure, Fantasy, Sci-Fi"
55318,https://myanimelist.net/anime/55318/Medalist,https://www.youtube-nocookie.com/embed/sCOZVBN0vC0?enablejsapi=1&wmode=opaque&autoplay=1,Medalist,メダリスト,TV,Manga,13.0,Finished Airing,"Jan 5, 2025 to Mar 30, 2025",23 min per ep,PG-13 - Teens 13 or older,8.37,73767,482,"Drama, Sports"
39167,https://myanimelist.net/anime/39167/Girls___Panzer__Saishuushou_Part_4,https://www.youtube-nocookie.com/embed/qlXBwJfybdU?enablejsapi=1&wmode=opaque&autoplay=1,Girls & Panzer: Saishuushou Part 4,『ガールズ＆パンツァー 最終章』第4話,Movie,Original,1.0,Finished Airing,"Oct 6, 2023",54 min,PG-13 - Teens 13 or older,8.37,24354,122,
5941,https://myanimelist.net/anime/5941/Cross_Game,,Cross Game,クロスゲーム,TV,Manga,50.0,Finished Airing,"Apr 5, 2009 to Mar 28, 2010",23 min per ep,PG-13 - Teens 13 or older,8.37,131258,3071,"Drama, Romance, Sports"
31646,https://myanimelist.net/anime/31646/3-gatsu_no_Lion,https://www.youtube-nocookie.com/embed/ZL5nnx4vd7k?enablejsapi=1&wmode=opaque&autoplay=1,3-gatsu no Lion,3月のライオン,TV,Manga,22.0,Finished Airing,"Oct 8, 2016 to Mar 18, 2017",25 min per ep,PG-13 - Teens 13 or older,8.37,720674,16224,Drama
38883,https://myanimelist.net/anime/38883/Haikyuu_To_the_Top,https://www.youtube-nocookie.com/embed/gJv9fFJmnCA?enablejsapi=1&wmode=opaque&autoplay=1,Haikyuu!! To the Top,ハイキュー!! TO THE TOP,TV,Manga,13.0,Finished Airing,"Jan 11, 2020 to Apr 4, 2020",24 min per ep,PG-13 - Teens 13 or older,8.37,1026055,5491,Sports
49721,https://myanimelist.net/anime/49721/Karakai_Jouzu_no_Takagi-san_3,https://www.youtube-nocookie.com/embed/N238ads-bdw?enablejsapi=1&wmode=opaque&autoplay=1,Karakai Jouzu no Takagi-san 3,からかい上手の高木さん3,TV,Manga,12.0,Finished Airing,"Jan 8, 2022 to Mar 26, 2022",24 min per ep,PG-13 - Teens 13 or older,8.37,206991,2350,"Comedy, Romance"
14397,https://myanimelist.net/anime/14397/Chihayafuru_2,https://www.youtube-nocookie.com/embed/GKuHlE7-H00?enablejsapi=1&wmode=opaque&autoplay=1,Chihayafuru 2,ちはやふる 2,TV,Manga,25.0,Finished Airing,"Jan 12, 2013 to Jun 29, 2013",22 min per ep,PG-13 - Teens 13 or older,8.37,249434,1654,"Drama, Sports"
58390,https://myanimelist.net/anime/58390/Yofukashi_no_Uta_Season_2,https://www.youtube-nocookie.com/embed/m3yAIWZQ6gM?enablejsapi=1&wmode=opaque&autoplay=1,Yofukashi no Uta Season 2,よふかしのうた Season2,TV,Manga,12.0,Finished Airing,"Jul 4, 2025 to Sep 19, 2025",22 min per ep,PG-13 - Teens 13 or older,8.36,201331,1293,"Romance, Supernatural"
55102,https://myanimelist.net/anime/55102/Girls_Band_Cry,https://www.youtube-nocookie.com/embed/eIFTnaPXnRM?enablejsapi=1&wmode=opaque&autoplay=1,Girls Band Cry,ガールズバンドクライ,TV,Original,13.0,Finished Airing,"Apr 6, 2024 to Jun 29, 2024",23 min per ep,PG-13 - Teens 13 or older,8.36,124806,2886,Drama
9617,https://myanimelist.net/anime/9617/K-On_Movie,https://www.youtube-nocookie.com/embed/f-_BPUz-Rxs?enablejsapi=1&wmode=opaque&autoplay=1,K-On! Movie,映画 けいおん！,Movie,4-koma manga,1.0,Finished Airing,"Dec 3, 2011",1 hr 50 min,PG-13 - Teens 13 or older,8.36,349293,2961,"Award Winning, Comedy"
5205,https://myanimelist.net/anime/5205/Kara_no_Kyoukai_Movie_7__Satsujin_Kousatsu_Go,https://www.youtube-nocookie.com/embed/cgbjyA458m0?enablejsapi=1&wmode=opaque&autoplay=1,Kara no Kyoukai Movie 7: Satsujin Kousatsu (Go),劇場版 空の境界 the Garden of sinners 第七章『殺人考察（後）』,Movie,Light novel,1.0,Finished Airing,"Aug 8, 2009",2 hr 1 min,R+ - Mild Nudity,8.36,216345,2327,"Action, Fantasy, Mystery, Romance, Suspense"
9260,https://myanimelist.net/anime/9260/Kizumonogatari_I__Tekketsu-hen,https://www.youtube-nocookie.com/embed/4lt0rT_nmvg?enablejsapi=1&wmode=opaque&autoplay=1,Kizumonogatari I: Tekketsu-hen,傷物語〈Ⅰ鉄血篇〉,Movie,Light novel,1.0,Finished Airing,"Jan 8, 2016",1 hr 3 min,R - 17+ (violence & profanity),8.36,568476,3891,"Action, Mystery, Supernatural"
6945,https://myanimelist.net/anime/6945/Gintama__Shiroyasha_Koutan,,Gintama: Shiroyasha Koutan,ジャンプアニメツアー 2008 白夜叉降誕,Special,Manga,1.0,Finished Airing,"Sep 21, 2008",10 min,PG-13 - Teens 13 or older,8.36,74444,92,"Action, Comedy, Sci-Fi"
